osburn	72500
brower	72487
rickard	72426
colley	72416
wilde	72355
dove	72346
bloom	72346
tennant	72259
youngblood	72241
ingalls	72209
hanes	72158
tuck	72137
stump	72126
cave	72049
dukes	72026
mccallum	71984
trammell	71936
butter	71918
jamieson	71808
alderman	71786
block	71775
smalley	71767
fellows	71753
gann	71745
wilhelm	71735
mccartney	71721
andrus	71705
worden	71653
marriott	71596
fairbanks	71584
braden	71559
mckenney	71549
phillip	71445
swearingen	71428
herrick	71417
egan	71407
bridge	71392
austen	71385
mock	71379
queen	71345
landry	71303
napier	71240
billingsley	71232
leech	71214
gardener	71206
spooner	71203
collett	71196
brackett	71162
guest	71109
forsythe	71057
eggleston	71038
corley	71006
canfield	70929
montague	70906
moffett	70894
smallwood	70818
hendrick	70772
tinsley	70675
flood	70665
peter	70644
regan	70571
milam	70563
norwood	70508
metz	70447
mace	70440
hales	70386
fay	70320
edgar	70279
leigh	70154
parnell	70140
kuykendall	70130
voss	70112
peel	70108
mccutcheon	70101
easton	70087
